"player_id","player_name","nickname","team_id","team_abbreviation","age","gp","w","l","w_pct","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","blka","pf","pfd","pts","plus_minus","nba_fantasy_pts","dd2","td3","wnba_fantasy_pts","gp_rank","w_rank","l_rank","w_pct_rank","min_rank","fgm_rank","fga_rank","fg_pct_rank","fg3m_rank","fg3a_rank","fg3_pct_rank","ftm_rank","fta_rank","ft_pct_rank","oreb_rank","dreb_rank","reb_rank","ast_rank","tov_rank","stl_rank","blk_rank","blka_rank","pf_rank","pfd_rank","pts_rank","plus_minus_rank","nba_fantasy_pts_rank","dd2_rank","td3_rank","wnba_fantasy_pts_rank","team_count"
1643415,"Brayden Burries","Brayden",1610612749,"MIL",20,1,0,1,0,16.2,3,8,0.375,1,4,0.25,3,4,0.75,0,2,2,1,0,0,0,0,2,4,12,-10,15.9,0,0,16,12,10,4,10,13,10,10,7,9,9,10,2,2,5,11,10,11,9,13,10,11,11,4,1,8,11,10,2,1,11,1
1643418,"Cameron Carr","Cameron",1610612747,"LAL",21,3,2,1,0.667,23.1,5.3,12.7,0.421,3,7.3,0.409,1.7,2.3,0.714,0.3,3.3,3.7,1,0.7,0.3,0.7,0,2,2,16.7,-5.7,24.9,0,0,26.3,1,1,4,5,7,3,5,5,3,4,3,5,5,7,10,6,7,9,11,7,6,11,4,7,3,10,6,2,1,6,1
1643411,"Darius Acuff Jr.","Darius",1610612758,"SAC",19,2,2,0,1,29.3,8,24,0.333,2.5,9,0.278,3.5,4.5,0.778,0.5,1.5,2,3.5,2.5,1,1,3.5,1.5,4,23.5,-4,34.7,0,0,35.5,6,1,10,1,3,1,1,10,7,3,9,1,1,4,8,11,11,4,2,3,2,1,10,1,1,8,1,2,1,1,1
1643567,"Emanuel Sharp","Emanuel",1610612758,"SAC",22,2,2,0,1,30.5,4,13,0.308,3,10.5,0.286,2.5,2.5,1,0,5,5,2,1,2,1,0,3.5,3,15.5,5.5,32.5,0,0,31.5,6,1,10,1,2,8,4,12,3,1,8,4,4,1,11,3,4,6,8,1,2,11,3,4,4,4,3,2,1,4,1
1643551,"Ja'Kobi Gillespie","Ja'Kobi",1610612759,"SAS",22,3,0,3,0,27,4.7,14.3,0.326,2.7,7,0.381,0.3,0.7,0.5,1.3,1,2.3,6,1.7,1.7,0.3,1,2,1.7,12.7,-11.7,28.8,0,0,27.7,1,10,1,10,4,6,3,11,6,5,5,9,11,8,3,12,10,1,6,2,9,4,4,9,7,13,5,2,1,5,1
1643650,"Lajae Jones","Lajae",1710612744,"GWG",22,3,2,1,0.667,18.6,1.3,6,0.222,0.3,2.3,0.143,0.3,1,0.333,1,2.7,3.7,2,0.3,0.3,0.3,0.3,1.3,2.3,3.7,7.7,12.7,0,0,11,1,1,4,5,12,13,11,13,12,11,12,9,9,10,5,7,7,6,12,7,9,8,12,6,13,3,13,2,1,13,1
1643576,"Maliq Brown","Maliq",1610612759,"SAS",22,3,0,3,0,22.6,2,4,0.5,0.7,2,0.333,0,0,0,1.3,2.3,3.7,0.7,1,1,0.7,0.3,2,1,4.7,-10,14.1,0,0,13,1,10,1,10,9,11,13,3,10,12,6,11,13,11,3,9,7,12,8,3,6,8,4,11,12,11,12,2,1,12,1
1641831,"Malique Lewis","Malique",1610612749,"MIL",21,2,1,1,0.5,21,2,5.5,0.364,0.5,3,0.167,1.5,1.5,1,2,2.5,4.5,2,2.5,1,1,1,2,1.5,7,-4,18.9,0,0,18,6,7,4,8,10,11,12,8,11,10,11,6,8,1,2,8,6,6,2,3,2,4,4,10,11,8,9,2,1,9,1
1643414,"Mikel Brown Jr.","Mikel",1610612751,"BKN",20,1,1,0,1,19.1,4,11,0.364,2,5,0.4,0,1,0,0,1,1,4,2,0,0,2,1,1,10,3,15.2,0,0,17,12,7,10,1,11,8,6,8,8,7,4,11,9,11,11,12,13,2,5,10,11,2,13,11,10,5,11,2,1,10,1
1643553,"Ryan Conwell","Ryan",1610612748,"MIA",22,3,2,1,0.667,30.7,6,14.7,0.409,3,9.3,0.321,2.7,2.7,1,1,4,5,3.3,2.3,0.3,0,0.3,3.7,3.7,21,-1.3,30.7,0,0,33,1,1,4,5,1,2,2,6,3,2,7,3,3,1,5,5,4,5,4,7,11,8,2,3,2,6,4,2,1,3,1
1643542,"Tarris Reed Jr.","Tarris",1610612759,"SAS",22,2,0,2,0,26.1,4.5,10,0.45,0,1,0,1.5,2,0.75,3.5,6,9.5,0.5,1.5,0,1,0.5,2,2,11,-2.5,24.7,1,0,23,6,10,3,10,5,7,7,4,13,13,13,6,6,5,1,1,1,13,7,10,2,6,4,7,9,7,7,1,1,8,1
1643548,"Tyler Bilodeau","Tyler",1610612751,"BKN",22,2,1,1,0.5,26.1,5,9,0.556,3.5,6,0.583,0,0.5,0,0.5,5,5.5,1,1,0,0.5,0.5,5,0.5,13.5,16,22.1,0,0,24.5,6,7,4,8,6,4,8,2,1,6,2,11,12,11,8,3,3,9,8,10,8,6,1,13,6,1,8,2,1,7,1
1642865,"Yaxel Lendeborg","Yaxel",1710612744,"GWG",23,2,2,0,1,22.8,5,8.5,0.588,3.5,4.5,0.778,1,2,0.5,1,5.5,6.5,4,3,1,1.5,1.5,1.5,2.5,15,15,33.3,0,0,34,6,1,10,1,8,4,9,1,1,8,1,8,6,8,5,2,2,2,1,3,1,3,10,5,5,2,2,2,1,2,1
